cliente_Log,idade,uf_nascimento,renda,Faixa de Renda
13985,61,SP,8436,Entre R$7.500 e R$10.000
16455,25,SP,4723,Entre R$2.500 e R$5.000
17808,21,PR,7356,Entre R$5.000 e R$7.500
15305,64,SP,3449,Entre R$2.500 e R$5.000
23562,21,PR,12097,Mais Que R$10.000
15741,42,GO,5769,Entre R$5.000 e R$7.500
10921,76,SP,11623,Mais Que R$10.000
00652,58,RJ,14281,Mais Que R$10.000
09174,61,RJ,2650,Entre R$2.500 e R$5.000
13227,49,SP,14470,Mais Que R$10.000
22415,29,SP,11029,Mais Que R$10.000
21884,55,PR,5987,Entre R$5.000 e R$7.500
00060,48,MG,11201,Mais Que R$10.000
04863,54,MG,5186,Entre R$5.000 e R$7.500
08960,52,AL,12663,Mais Que R$10.000
17601,54,RS,2549,Entre R$2.500 e R$5.000
16508,60,MG,9209,Entre R$7.500 e R$10.000
09142,75,SP,6447,Entre R$5.000 e R$7.500
26792,52,SP,9126,Entre R$7.500 e R$10.000
27716,43,SP,9916,Entre R$7.500 e R$10.000
13984,74,MG,13988,Mais Que R$10.000
12820,24,MG,10063,Mais Que R$10.000
06625,69,PB,7171,Entre R$5.000 e R$7.500
27629,35,MG,12225,Mais Que R$10.000
26166,24,SP,10022,Mais Que R$10.000
00594,59,SP,14954,Mais Que R$10.000
20899,26,SP,13398,Mais Que R$10.000
14094,45,MG,13757,Mais Que R$10.000
19014,88,SP,4199,Entre R$2.500 e R$5.000
23539,19,RJ,7801,Entre R$7.500 e R$10.000
09069,28,RJ,2085,Entre R$1.750 e R$2.500
03219,30,PR,6548,Entre R$5.000 e R$7.500
08899,69,SP,1793,Entre R$1.750 e R$2.500
05334,54,SP,11409,Mais Que R$10.000
19622,33,RJ,9843,Entre R$7.500 e R$10.000
01969,72,SP,5832,Entre R$5.000 e R$7.500
07865,24,SC,3696,Entre R$2.500 e R$5.000
27320,51,RJ,2444,Entre R$1.750 e R$2.500
23292,18,RS,14389,Mais Que R$10.000
10895,59,RJ,5272,Entre R$5.000 e R$7.500
10684,62,MG,3313,Entre R$2.500 e R$5.000
23551,70,MG,9612,Entre R$7.500 e R$10.000
05936,40,RJ,14221,Mais Que R$10.000
11715,29,RJ,11881,Mais Que R$10.000
24463,50,RJ,10124,Mais Que R$10.000
05925,50,PR,7174,Entre R$5.000 e R$7.500
15018,42,RJ,13795,Mais Que R$10.000
18358,83,SP,7602,Entre R$7.500 e R$10.000
00379,74,SP,8524,Entre R$7.500 e R$10.000
15941,88,SP,8284,Entre R$7.500 e R$10.000
16597,34,SP,10552,Mais Que R$10.000
16945,64,SP,6528,Entre R$5.000 e R$7.500
22157,45,RJ,6567,Entre R$5.000 e R$7.500
05352,67,RJ,7202,Entre R$5.000 e R$7.500
23710,41,SP,6415,Entre R$5.000 e R$7.500
07219,59,RJ,2382,Entre R$1.750 e R$2.500
08123,57,SE,14739,Mais Que R$10.000
05650,64,SP,5483,Entre R$5.000 e R$7.500
20641,71,RJ,2480,Entre R$1.750 e R$2.500
18406,39,RJ,6326,Entre R$5.000 e R$7.500
07523,31,PR,5413,Entre R$5.000 e R$7.500
20184,88,SP,2191,Entre R$1.750 e R$2.500
22570,27,MG,5348,Entre R$5.000 e R$7.500
23425,67,RJ,9859,Entre R$7.500 e R$10.000
17381,26,RJ,13882,Mais Que R$10.000
14219,67,RJ,11300,Mais Que R$10.000
12944,52,RJ,6316,Entre R$5.000 e R$7.500
15883,54,SP,11775,Mais Que R$10.000
06687,44,RJ,2932,Entre R$2.500 e R$5.000
26043,89,RS,5536,Entre R$5.000 e R$7.500
18753,84,MG,13761,Mais Que R$10.000
21782,88,SE,7071,Entre R$5.000 e R$7.500
24189,28,SP,8033,Entre R$7.500 e R$10.000
05243,28,SP,11818,Mais Que R$10.000
07252,55,GO,8194,Entre R$7.500 e R$10.000
02941,53,SP,7908,Entre R$7.500 e R$10.000
01555,83,DF,6884,Entre R$5.000 e R$7.500
16500,42,SP,13480,Mais Que R$10.000
24752,67,RJ,2647,Entre R$2.500 e R$5.000
10220,45,RS,12305,Mais Que R$10.000
21548,41,SP,9681,Entre R$7.500 e R$10.000
22550,72,BA,7728,Entre R$7.500 e R$10.000
16796,38,SP,13535,Mais Que R$10.000
24522,89,SP,10559,Mais Que R$10.000
11047,35,PR,11675,Mais Que R$10.000
24181,66,RS,5622,Entre R$5.000 e R$7.500
04695,44,SP,11637,Mais Que R$10.000
00336,40,SP,3790,Entre R$2.500 e R$5.000
22032,71,SP,5379,Entre R$5.000 e R$7.500
09220,66,MT,8541,Entre R$7.500 e R$10.000
19466,78,SP,9688,Entre R$7.500 e R$10.000
06245,48,SP,12086,Mais Que R$10.000
02544,64,MG,2463,Entre R$1.750 e R$2.500
11675,73,RN,2308,Entre R$1.750 e R$2.500
06070,51,RS,11204,Mais Que R$10.000
01830,22,RJ,5814,Entre R$5.000 e R$7.500
26949,27,MG,8651,Entre R$7.500 e R$10.000
26873,52,RJ,10835,Mais Que R$10.000
12513,35,CE,11828,Mais Que R$10.000
17822,60,SP,10467,Mais Que R$10.000
27152,38,PB,12402,Mais Que R$10.000
23501,44,SP,4284,Entre R$2.500 e R$5.000
08852,45,RS,2531,Entre R$2.500 e R$5.000
17491,24,MG,2965,Entre R$2.500 e R$5.000
10584,64,SP,9280,Entre R$7.500 e R$10.000
03117,52,BA,3996,Entre R$2.500 e R$5.000
01921,64,RJ,5921,Entre R$5.000 e R$7.500
14218,25,RJ,13189,Mais Que R$10.000
19660,68,RS,10522,Mais Que R$10.000
09129,48,SP,5047,Entre R$5.000 e R$7.500
06454,63,RS,9422,Entre R$7.500 e R$10.000
17095,55,SP,8461,Entre R$7.500 e R$10.000
07917,89,RJ,4659,Entre R$2.500 e R$5.000
07896,83,RJ,6037,Entre R$5.000 e R$7.500
14856,83,SP,7665,Entre R$7.500 e R$10.000
04988,25,RJ,7029,Entre R$5.000 e R$7.500
16055,61,SP,13452,Mais Que R$10.000
12479,46,RJ,13127,Mais Que R$10.000
04121,72,MG,6138,Entre R$5.000 e R$7.500
21408,87,RJ,1736,Até R$1.750
04705,39,SP,11572,Mais Que R$10.000
02935,56,MS,6177,Entre R$5.000 e R$7.500
25316,55,RJ,1929,Entre R$1.750 e R$2.500
17320,76,GO,2370,Entre R$1.750 e R$2.500
10862,50,SP,12257,Mais Que R$10.000
00014,34,RN,13150,Mais Que R$10.000
03499,39,RJ,5345,Entre R$5.000 e R$7.500
14867,66,RS,4398,Entre R$2.500 e R$5.000
01559,18,SP,3998,Entre R$2.500 e R$5.000
13309,60,SP,2369,Entre R$1.750 e R$2.500
04400,52,SP,2327,Entre R$1.750 e R$2.500
25553,52,SP,7627,Entre R$7.500 e R$10.000
18797,57,SP,12237,Mais Que R$10.000
15022,38,RJ,4460,Entre R$2.500 e R$5.000
20769,39,SP,10084,Mais Que R$10.000
06932,39,ES,9604,Entre R$7.500 e R$10.000
08147,87,SP,3551,Entre R$2.500 e R$5.000
08911,51,MG,8040,Entre R$7.500 e R$10.000
16041,62,PR,11941,Mais Que R$10.000
14444,77,SP,12493,Mais Que R$10.000
05172,37,SC,11704,Mais Que R$10.000
15363,38,SP,14275,Mais Que R$10.000
27901,41,SP,5298,Entre R$5.000 e R$7.500
18925,31,MG,13685,Mais Que R$10.000
02323,60,MG,14765,Mais Que R$10.000
13571,39,MG,8987,Entre R$7.500 e R$10.000
25003,67,DF,5228,Entre R$5.000 e R$7.500
19252,35,RS,13303,Mais Que R$10.000
16722,66,SP,9774,Entre R$7.500 e R$10.000
05156,84,RJ,7382,Entre R$5.000 e R$7.500
18734,89,RJ,2995,Entre R$2.500 e R$5.000
24548,18,SP,12942,Mais Que R$10.000
09484,67,MG,9475,Entre R$7.500 e R$10.000
25479,60,AL,14534,Mais Que R$10.000
25771,20,RS,2731,Entre R$2.500 e R$5.000
18601,86,MG,14526,Mais Que R$10.000
18876,66,SP,11973,Mais Que R$10.000
26154,79,RJ,9856,Entre R$7.500 e R$10.000
24172,31,SP,12895,Mais Que R$10.000
17803,68,BA,9033,Entre R$7.500 e R$10.000
05557,74,CE,8551,Entre R$7.500 e R$10.000
20082,84,SP,11514,Mais Que R$10.000
03044,38,RJ,9367,Entre R$7.500 e R$10.000
06848,51,SP,2212,Entre R$1.750 e R$2.500
01227,81,SP,7618,Entre R$7.500 e R$10.000
02361,58,RJ,10463,Mais Que R$10.000
05023,58,DF,3167,Entre R$2.500 e R$5.000
17269,46,PB,5647,Entre R$5.000 e R$7.500
18541,54,MG,7144,Entre R$5.000 e R$7.500
18093,21,MG,2158,Entre R$1.750 e R$2.500
22378,26,SP,1505,Até R$1.750
03013,63,SP,12395,Mais Que R$10.000
26350,47,ES,10881,Mais Que R$10.000
02939,78,RJ,6474,Entre R$5.000 e R$7.500
23946,34,MG,10428,Mais Que R$10.000
17851,47,SP,8407,Entre R$7.500 e R$10.000
23896,28,SP,13925,Mais Que R$10.000
04120,85,RJ,4322,Entre R$2.500 e R$5.000
11693,65,RS,2970,Entre R$2.500 e R$5.000
05928,82,CE,5758,Entre R$5.000 e R$7.500
27237,81,SP,6230,Entre R$5.000 e R$7.500
12931,30,SP,10886,Mais Que R$10.000
09971,76,RS,12855,Mais Que R$10.000
26646,59,MG,9569,Entre R$7.500 e R$10.000
16168,83,RJ,6741,Entre R$5.000 e R$7.500
10827,31,SP,5136,Entre R$5.000 e R$7.500
06508,40,SP,6125,Entre R$5.000 e R$7.500
06142,35,SP,8627,Entre R$7.500 e R$10.000
02785,63,SP,7017,Entre R$5.000 e R$7.500
00122,45,CE,12498,Mais Que R$10.000
22074,51,MG,7724,Entre R$7.500 e R$10.000
14309,79,SP,13382,Mais Que R$10.000
15706,22,SP,7289,Entre R$5.000 e R$7.500
04521,21,RJ,11973,Mais Que R$10.000
20456,77,RJ,14178,Mais Que R$10.000
21154,51,SP,7195,Entre R$5.000 e R$7.500
23549,63,MG,12018,Mais Que R$10.000
11621,66,BA,8902,Entre R$7.500 e R$10.000
14518,64,BA,10281,Mais Que R$10.000
12050,77,RJ,7806,Entre R$7.500 e R$10.000
13346,50,RS,9823,Entre R$7.500 e R$10.000
06825,39,RJ,13054,Mais Que R$10.000
27247,20,RJ,6211,Entre R$5.000 e R$7.500
10923,87,PR,12922,Mais Que R$10.000
23369,89,RJ,2166,Entre R$1.750 e R$2.500
07959,21,RJ,6623,Entre R$5.000 e R$7.500
16265,87,SP,11061,Mais Que R$10.000
06105,30,MG,10540,Mais Que R$10.000
14891,71,SP,9077,Entre R$7.500 e R$10.000
24744,33,SP,13949,Mais Que R$10.000
01130,84,RJ,8162,Entre R$7.500 e R$10.000
21520,30,PR,13548,Mais Que R$10.000
15856,67,SP,4576,Entre R$2.500 e R$5.000
26022,41,RJ,9271,Entre R$7.500 e R$10.000
11547,28,SP,8187,Entre R$7.500 e R$10.000
16648,48,RJ,9200,Entre R$7.500 e R$10.000
25317,42,MG,13841,Mais Que R$10.000
11749,87,PR,1872,Entre R$1.750 e R$2.500
05450,71,SP,4137,Entre R$2.500 e R$5.000
08235,62,RJ,8720,Entre R$7.500 e R$10.000
11052,20,SP,6721,Entre R$5.000 e R$7.500
01481,44,SP,4302,Entre R$2.500 e R$5.000
03367,29,RS,11869,Mais Que R$10.000
07023,19,RJ,3633,Entre R$2.500 e R$5.000
14694,34,RJ,13713,Mais Que R$10.000
14836,27,MG,14658,Mais Que R$10.000
08435,47,RJ,7252,Entre R$5.000 e R$7.500
27439,33,SP,2963,Entre R$2.500 e R$5.000
04950,83,RJ,3359,Entre R$2.500 e R$5.000
23519,67,SP,3646,Entre R$2.500 e R$5.000
07589,48,PE,10694,Mais Que R$10.000
12223,39,RJ,3368,Entre R$2.500 e R$5.000
07484,75,PR,11959,Mais Que R$10.000
13702,43,PR,6031,Entre R$5.000 e R$7.500
16340,28,MG,4174,Entre R$2.500 e R$5.000
18694,84,RJ,2523,Entre R$2.500 e R$5.000
00356,28,SP,5312,Entre R$5.000 e R$7.500
15567,79,SP,12827,Mais Que R$10.000
22807,70,RJ,10503,Mais Que R$10.000
17391,18,RJ,14718,Mais Que R$10.000
08822,59,RJ,9936,Entre R$7.500 e R$10.000
10608,30,ES,9455,Entre R$7.500 e R$10.000
06758,86,MG,14697,Mais Que R$10.000
02765,60,SP,2086,Entre R$1.750 e R$2.500
15662,51,SP,2775,Entre R$2.500 e R$5.000
00091,61,SP,13527,Mais Que R$10.000
26360,25,SP,7721,Entre R$7.500 e R$10.000
19596,26,RJ,2091,Entre R$1.750 e R$2.500
22814,28,BA,5405,Entre R$5.000 e R$7.500
23365,59,RS,5518,Entre R$5.000 e R$7.500
00689,31,PE,11802,Mais Que R$10.000
10698,56,MG,3471,Entre R$2.500 e R$5.000
14930,28,SP,5185,Entre R$5.000 e R$7.500
17110,18,RN,12139,Mais Que R$10.000
26200,64,SP,4524,Entre R$2.500 e R$5.000
13491,39,SP,12637,Mais Que R$10.000
25154,18,SP,9194,Entre R$7.500 e R$10.000
18639,73,SP,9588,Entre R$7.500 e R$10.000
00386,66,ES,11194,Mais Que R$10.000
24102,49,PR,14899,Mais Que R$10.000
02478,59,SP,10697,Mais Que R$10.000
17620,22,BA,13822,Mais Que R$10.000
09496,70,PR,8039,Entre R$7.500 e R$10.000
27001,84,SP,6896,Entre R$5.000 e R$7.500
14112,25,MG,8283,Entre R$7.500 e R$10.000
20941,54,SP,12073,Mais Que R$10.000
14492,44,PI,12298,Mais Que R$10.000
19801,43,SP,1668,Até R$1.750
12317,42,MG,13235,Mais Que R$10.000
15955,67,RJ,13721,Mais Que R$10.000
13585,76,RJ,12647,Mais Que R$10.000
06705,34,MG,12384,Mais Que R$10.000
13454,40,SP,4615,Entre R$2.500 e R$5.000
11838,21,MG,8932,Entre R$7.500 e R$10.000
15761,77,RJ,7005,Entre R$5.000 e R$7.500
01116,47,BA,9668,Entre R$7.500 e R$10.000
09685,33,RJ,3059,Entre R$2.500 e R$5.000
14791,89,MG,4831,Entre R$2.500 e R$5.000
22851,68,SP,14495,Mais Que R$10.000
10335,55,RJ,2812,Entre R$2.500 e R$5.000
21301,19,SC,2102,Entre R$1.750 e R$2.500
23948,56,SP,9705,Entre R$7.500 e R$10.000
07982,42,PR,2467,Entre R$1.750 e R$2.500
25084,64,PE,11729,Mais Que R$10.000
09582,35,PE,9387,Entre R$7.500 e R$10.000
23904,75,SC,6710,Entre R$5.000 e R$7.500
00852,81,MG,9967,Entre R$7.500 e R$10.000
06860,83,SC,12383,Mais Que R$10.000
23804,27,RJ,10438,Mais Que R$10.000
05120,68,RS,5782,Entre R$5.000 e R$7.500
24715,73,RN,12868,Mais Que R$10.000
20614,89,MG,4418,Entre R$2.500 e R$5.000
21484,80,SP,12451,Mais Que R$10.000
27444,51,RJ,13615,Mais Que R$10.000
11294,18,SP,5032,Entre R$5.000 e R$7.500
22982,56,BA,10677,Mais Que R$10.000
17185,36,RJ,2779,Entre R$2.500 e R$5.000
15513,31,SP,5852,Entre R$5.000 e R$7.500
04495,22,RS,2806,Entre R$2.500 e R$5.000
03652,66,SP,7059,Entre R$5.000 e R$7.500
15372,82,SP,6408,Entre R$5.000 e R$7.500
02088,84,MG,14602,Mais Que R$10.000
25952,20,BA,7632,Entre R$7.500 e R$10.000
02519,66,SP,4973,Entre R$2.500 e R$5.000
09754,31,RJ,6007,Entre R$5.000 e R$7.500
13269,26,PE,6223,Entre R$5.000 e R$7.500
05104,86,RJ,13765,Mais Que R$10.000
00933,39,SP,10871,Mais Que R$10.000
05609,47,MG,9270,Entre R$7.500 e R$10.000
05379,76,RJ,10979,Mais Que R$10.000
17201,61,ES,5876,Entre R$5.000 e R$7.500
17641,31,RJ,6537,Entre R$5.000 e R$7.500
27276,20,RJ,5859,Entre R$5.000 e R$7.500
04169,66,RJ,4725,Entre R$2.500 e R$5.000
06323,70,CE,5281,Entre R$5.000 e R$7.500
23986,62,GO,14747,Mais Que R$10.000
10946,86,SP,13838,Mais Que R$10.000
27865,55,DF,6955,Entre R$5.000 e R$7.500
02054,20,SP,7266,Entre R$5.000 e R$7.500
17471,39,SP,1666,Até R$1.750
22770,50,RJ,14818,Mais Que R$10.000
25038,39,RJ,7980,Entre R$7.500 e R$10.000
05762,71,SP,11473,Mais Que R$10.000
16567,37,SP,2293,Entre R$1.750 e R$2.500
03326,49,MG,6932,Entre R$5.000 e R$7.500
07495,72,SP,1724,Até R$1.750
06618,54,SP,2892,Entre R$2.500 e R$5.000
03558,72,MG,4947,Entre R$2.500 e R$5.000
03234,75,GO,6483,Entre R$5.000 e R$7.500
03214,49,RS,12780,Mais Que R$10.000
19653,50,ES,5583,Entre R$5.000 e R$7.500
03912,65,RJ,3435,Entre R$2.500 e R$5.000
20739,88,RJ,8853,Entre R$7.500 e R$10.000
01396,89,GO,8973,Entre R$7.500 e R$10.000
13912,49,RJ,5928,Entre R$5.000 e R$7.500
19140,48,SE,10778,Mais Que R$10.000
23181,62,SP,12636,Mais Que R$10.000
26111,34,GO,9953,Entre R$7.500 e R$10.000
05188,48,SP,5601,Entre R$5.000 e R$7.500
06922,36,SC,2048,Entre R$1.750 e R$2.500
11624,52,MG,12714,Mais Que R$10.000
05715,20,MG,3255,Entre R$2.500 e R$5.000
00041,80,MT,14125,Mais Que R$10.000
22812,70,RJ,14537,Mais Que R$10.000
15028,33,PE,3061,Entre R$2.500 e R$5.000
27029,33,RS,4894,Entre R$2.500 e R$5.000
21846,80,MG,13426,Mais Que R$10.000
20450,57,SP,7237,Entre R$5.000 e R$7.500
25558,78,MG,4025,Entre R$2.500 e R$5.000
12094,52,RJ,7706,Entre R$7.500 e R$10.000
08364,31,DF,5122,Entre R$5.000 e R$7.500
12953,38,RJ,1801,Entre R$1.750 e R$2.500
15179,20,SP,10303,Mais Que R$10.000
08548,47,MG,5413,Entre R$5.000 e R$7.500
02555,62,SP,2825,Entre R$2.500 e R$5.000
20643,80,SP,4340,Entre R$2.500 e R$5.000
07125,63,RJ,2377,Entre R$1.750 e R$2.500
26027,39,MG,8726,Entre R$7.500 e R$10.000
26137,63,SP,8813,Entre R$7.500 e R$10.000
22838,32,PR,5235,Entre R$5.000 e R$7.500
10456,87,RJ,7480,Entre R$5.000 e R$7.500
18138,87,MG,12979,Mais Que R$10.000
19787,39,SP,9465,Entre R$7.500 e R$10.000
17751,43,RJ,12850,Mais Que R$10.000
16149,43,RS,11944,Mais Que R$10.000
16607,24,SP,2440,Entre R$1.750 e R$2.500
25528,56,MG,7317,Entre R$5.000 e R$7.500
13542,48,MG,7762,Entre R$7.500 e R$10.000
05070,25,SP,6888,Entre R$5.000 e R$7.500
00875,84,MG,13933,Mais Que R$10.000
02374,88,RJ,10534,Mais Que R$10.000
08084,59,RJ,4579,Entre R$2.500 e R$5.000
16193,84,SP,6540,Entre R$5.000 e R$7.500
15655,28,DF,9019,Entre R$7.500 e R$10.000
11030,34,MG,12443,Mais Que R$10.000
20752,52,MG,8243,Entre R$7.500 e R$10.000
20108,62,ES,10932,Mais Que R$10.000
21804,18,SP,2249,Entre R$1.750 e R$2.500
18589,29,MG,2124,Entre R$1.750 e R$2.500
08780,68,PR,1923,Entre R$1.750 e R$2.500
02716,22,SP,13656,Mais Que R$10.000
20906,67,SC,13667,Mais Que R$10.000
01004,24,SP,11272,Mais Que R$10.000
23466,19,RJ,10094,Mais Que R$10.000
19304,72,SP,14374,Mais Que R$10.000
22612,87,SP,10096,Mais Que R$10.000
15737,63,RJ,7088,Entre R$5.000 e R$7.500
15428,60,CE,7775,Entre R$7.500 e R$10.000
16681,26,RJ,8377,Entre R$7.500 e R$10.000
21785,64,MG,2786,Entre R$2.500 e R$5.000
14868,27,SC,2810,Entre R$2.500 e R$5.000
22954,68,RJ,2159,Entre R$1.750 e R$2.500
10957,46,SP,10874,Mais Que R$10.000
06580,78,SP,4733,Entre R$2.500 e R$5.000
03438,55,RJ,3120,Entre R$2.500 e R$5.000
14643,31,SP,2051,Entre R$1.750 e R$2.500
16778,65,RJ,11302,Mais Que R$10.000
03157,27,RS,12616,Mais Que R$10.000
02337,63,RJ,4936,Entre R$2.500 e R$5.000
02504,30,RJ,2902,Entre R$2.500 e R$5.000
03913,22,RJ,8981,Entre R$7.500 e R$10.000
13170,42,SP,9290,Entre R$7.500 e R$10.000
19024,27,PE,8371,Entre R$7.500 e R$10.000
11260,51,RJ,12142,Mais Que R$10.000
23717,63,MG,9297,Entre R$7.500 e R$10.000
22278,82,GO,4046,Entre R$2.500 e R$5.000
11322,57,MG,13248,Mais Que R$10.000
05583,21,RJ,8412,Entre R$7.500 e R$10.000
14268,26,SP,3610,Entre R$2.500 e R$5.000
05851,34,RJ,10592,Mais Que R$10.000
10523,47,CE,2701,Entre R$2.500 e R$5.000
22454,22,SP,11613,Mais Que R$10.000
27393,44,SC,5652,Entre R$5.000 e R$7.500
21547,58,RJ,3232,Entre R$2.500 e R$5.000
02015,56,DF,7383,Entre R$5.000 e R$7.500
16978,61,SP,8237,Entre R$7.500 e R$10.000
00599,20,SP,11356,Mais Que R$10.000
08831,55,MG,12221,Mais Que R$10.000
04789,56,SP,4663,Entre R$2.500 e R$5.000
03250,42,RJ,8278,Entre R$7.500 e R$10.000
06236,52,RJ,6616,Entre R$5.000 e R$7.500
06363,67,RJ,11519,Mais Que R$10.000
17106,74,RJ,9148,Entre R$7.500 e R$10.000
01663,70,RJ,5891,Entre R$5.000 e R$7.500
04491,50,RJ,8169,Entre R$7.500 e R$10.000
06193,59,GO,10102,Mais Que R$10.000
23753,49,SP,10859,Mais Que R$10.000
06254,39,SP,7207,Entre R$5.000 e R$7.500
26209,52,PR,5866,Entre R$5.000 e R$7.500
00099,86,RJ,1896,Entre R$1.750 e R$2.500
12716,87,GO,8490,Entre R$7.500 e R$10.000
03321,41,SP,7529,Entre R$7.500 e R$10.000
12687,78,MG,1665,Até R$1.750
07113,73,SP,8454,Entre R$7.500 e R$10.000
02802,41,SP,12019,Mais Que R$10.000
14748,70,RJ,2011,Entre R$1.750 e R$2.500
26817,54,RJ,12476,Mais Que R$10.000
19126,72,SP,7546,Entre R$7.500 e R$10.000
09612,73,PE,3586,Entre R$2.500 e R$5.000
15847,20,MG,9635,Entre R$7.500 e R$10.000
17922,61,RS,11807,Mais Que R$10.000
19120,49,SP,10054,Mais Que R$10.000
18641,64,RJ,10867,Mais Que R$10.000
21709,44,MG,10815,Mais Que R$10.000
15361,34,RJ,7148,Entre R$5.000 e R$7.500
13696,84,BA,11288,Mais Que R$10.000
18745,80,SP,6358,Entre R$5.000 e R$7.500
25968,64,DF,9964,Entre R$7.500 e R$10.000
27472,50,RJ,6468,Entre R$5.000 e R$7.500
20181,41,MT,8923,Entre R$7.500 e R$10.000
13920,67,MG,14871,Mais Que R$10.000
19690,54,MT,11473,Mais Que R$10.000
23785,38,MG,11150,Mais Que R$10.000
17067,50,SP,14392,Mais Que R$10.000
23687,69,RJ,6695,Entre R$5.000 e R$7.500
24362,74,SP,10105,Mais Que R$10.000
20316,57,GO,11198,Mais Que R$10.000
25093,78,SP,2509,Entre R$2.500 e R$5.000
23269,31,RS,7806,Entre R$7.500 e R$10.000
13966,29,GO,12099,Mais Que R$10.000
05495,84,DF,8881,Entre R$7.500 e R$10.000
18744,62,SP,1779,Entre R$1.750 e R$2.500
07511,25,MG,4696,Entre R$2.500 e R$5.000
24726,42,SP,12995,Mais Que R$10.000
26319,25,SP,11893,Mais Que R$10.000
09214,36,PR,14638,Mais Que R$10.000
01612,71,SP,10551,Mais Que R$10.000
24875,39,SC,5699,Entre R$5.000 e R$7.500
10259,79,SP,10060,Mais Que R$10.000
09810,84,MG,2345,Entre R$1.750 e R$2.500
25932,49,SP,5436,Entre R$5.000 e R$7.500
08294,83,RJ,11454,Mais Que R$10.000
13648,50,SP,2697,Entre R$2.500 e R$5.000
03823,25,AL,8570,Entre R$7.500 e R$10.000
00233,38,RJ,11059,Mais Que R$10.000
12047,60,SP,6185,Entre R$5.000 e R$7.500
21203,78,RJ,4212,Entre R$2.500 e R$5.000
05895,82,MG,14675,Mais Que R$10.000
20947,79,SP,5628,Entre R$5.000 e R$7.500
20305,42,SP,8578,Entre R$7.500 e R$10.000
26481,58,SC,10018,Mais Que R$10.000
11712,81,RJ,11987,Mais Que R$10.000
10044,84,MG,12097,Mais Que R$10.000
26249,65,MG,3674,Entre R$2.500 e R$5.000
07711,89,PB,2711,Entre R$2.500 e R$5.000
10679,30,MG,3844,Entre R$2.500 e R$5.000
24088,63,BA,7202,Entre R$5.000 e R$7.500
04081,86,SP,8889,Entre R$7.500 e R$10.000
27006,51,SP,11531,Mais Que R$10.000
23531,76,RJ,5283,Entre R$5.000 e R$7.500
24697,45,MG,4176,Entre R$2.500 e R$5.000
18217,72,RJ,6121,Entre R$5.000 e R$7.500
21849,65,RJ,2194,Entre R$1.750 e R$2.500
00254,86,RS,7857,Entre R$7.500 e R$10.000
06867,52,BA,14757,Mais Que R$10.000
23382,83,RJ,11259,Mais Que R$10.000
19929,72,BA,1993,Entre R$1.750 e R$2.500
27597,69,ES,2549,Entre R$2.500 e R$5.000
23846,66,SP,4481,Entre R$2.500 e R$5.000
14569,20,MG,8269,Entre R$7.500 e R$10.000
07464,52,MG,6719,Entre R$5.000 e R$7.500
09028,40,SP,12025,Mais Que R$10.000
05652,64,MG,9084,Entre R$7.500 e R$10.000
19404,49,MG,14916,Mais Que R$10.000
19104,50,RN,4182,Entre R$2.500 e R$5.000
14521,61,SP,5113,Entre R$5.000 e R$7.500
20188,54,RJ,11081,Mais Que R$10.000
24635,74,SP,14681,Mais Que R$10.000
13904,62,MG,4260,Entre R$2.500 e R$5.000
08650,38,SP,11415,Mais Que R$10.000
13790,75,SP,14227,Mais Que R$10.000
19005,86,DF,5010,Entre R$5.000 e R$7.500
23384,42,SP,4740,Entre R$2.500 e R$5.000
18643,45,SP,4971,Entre R$2.500 e R$5.000
25193,46,RJ,2977,Entre R$2.500 e R$5.000
01618,63,SP,5113,Entre R$5.000 e R$7.500
02291,21,PE,8217,Entre R$7.500 e R$10.000
00173,53,GO,7168,Entre R$5.000 e R$7.500
04025,68,SP,10415,Mais Que R$10.000
06301,20,MT,6283,Entre R$5.000 e R$7.500
07774,32,RJ,6602,Entre R$5.000 e R$7.500
20728,58,SP,13590,Mais Que R$10.000
26077,50,SP,9599,Entre R$7.500 e R$10.000
02221,82,RJ,11782,Mais Que R$10.000
27295,86,MG,13970,Mais Que R$10.000
27678,22,RS,2523,Entre R$2.500 e R$5.000
08724,24,MG,14785,Mais Que R$10.000
04851,36,ES,13284,Mais Que R$10.000
21765,42,SP,14082,Mais Que R$10.000
27770,64,PE,2813,Entre R$2.500 e R$5.000
21207,54,SP,9764,Entre R$7.500 e R$10.000
14662,49,RJ,3514,Entre R$2.500 e R$5.000
15183,52,SP,14571,Mais Que R$10.000
07381,50,SC,7656,Entre R$7.500 e R$10.000
02121,55,SP,8665,Entre R$7.500 e R$10.000
10886,43,SP,4135,Entre R$2.500 e R$5.000
26267,59,BA,2213,Entre R$1.750 e R$2.500
02235,68,MG,3361,Entre R$2.500 e R$5.000
10004,72,MA,13792,Mais Que R$10.000
09360,67,RJ,12259,Mais Que R$10.000
15002,67,SP,3856,Entre R$2.500 e R$5.000
07985,18,SP,3300,Entre R$2.500 e R$5.000
20241,80,MT,2251,Entre R$1.750 e R$2.500
22902,28,GO,6794,Entre R$5.000 e R$7.500
20833,49,SP,3818,Entre R$2.500 e R$5.000
23423,57,SP,9620,Entre R$7.500 e R$10.000
01435,71,SP,2871,Entre R$2.500 e R$5.000
10167,25,RJ,5747,Entre R$5.000 e R$7.500
06472,85,SP,11725,Mais Que R$10.000
20262,45,SP,3627,Entre R$2.500 e R$5.000
10326,57,SP,10692,Mais Que R$10.000
